tweet,sentiment
Baru tau harga tiket Whoosh udah naik,negative
Mobil Tertabrak KA Feeder Whoosh di Bandung Dua Orang Meninggal Dunia https://t.co/tYOdLQO2zH,negative
THISSSSS gua sempet kebingungan pas akses masuk ke KCIC dan summaba pake motor knp jalur utamanya masuk ke jalan kecil tapi pas didalem jalannya malah jd gede belum lagi BANYAK BANGET jalan yg ga jadi + masih berbentuk lahan kosong + PANASSS krn udh jd lahan kosong smua,negative
Yha memang~ Masa gini aja nggak ketebak sih. Nggak balik modal Whoosh mah.,negative
Hati-hati ada penipuan berkedok investasi saham catut kereta cepat Whoosh. #bisnisupdate #update #bisnis #text https://t.co/iVfBmO1uRX,negative
@BudiBukanIntel Ke Bandung naik travel atau bawa kendaraan pribadi juga berpotensi menimbulkan kerugian negara soalnya bikin sepi whoosh Atau org Jakarta kalo lagi musim liburan ngga jalan jalan ke Bandung naik whoosh jg berpotensi menimbulkan kerugian ne,negative
Kalau ini kejadian di halte transjakarta ada yang merepet. Karena kejadian di KCIC jadinya diem aja. Padahal keduanya penyebabnya sama hujan deras ekstrem+angin.,negative
Aslina rekor telat waktu perjalanan dari Ciroyom ke Padalarang yg saya alami itu 20 menit setengah waktu perjalanan KCIC paling lama berhenti di St Gadobangkong.,negative
fuck. bad experience bgt kcic. gabisa dipake saat beneran ngejar waktu. gimmick doang. kereta wisata. anjing saat ada kebutuhan malah ampas bgt pelayanannya dan sistemnya juga. im sorry i cant attend. mau gimana lagi wes. no choice. kcic busuk.,negative
Ini bukti jargon KCIC proyek B to B (Bohong to Bohong) fakta hakikinya proyek APBN hanya jalannya panjang berkelok/melingkar lewat BUMN.,negative
tetap setia sama gopar di era gempuran whoosh whooshh yess...... https://t.co/7tvAph5OCh,negative
Gangguan listrik KCJB ini akibat perlengkapan PLN yang terdampak panas berlebih. https://t.co/S5Fg1dkOEx,negative
Pria Panjat Dinding Jalur Kereta Cepat Whoosh Diduga Hendak Bunuh Diri Seorang pria memanjat dinding penghalau kebisingan di Padalarang. Diduga pria itu hendak bunuh diri. &gt,negative
Emang guna kereta cepat buat berantas macet?,negative
Udah saatnya proyek kereta cepat jakarta surabaya dihentikan,negative
Padahal ini negara tuh banyak yang apa-apa china. Impor china whoosh china tapi cara ngehukum koruptornya gak ikutan diimpor. Korupsi lebih 2 4 trilliun aja disini mah masih dikasih napas,negative
Sambil korupsi ratusan T dari proyek kereta cepat rezim Jokowi juga memiskinkan rakyat. Konsep komunis: miskinkan pribumi maka mereka akan mudah dikuasai. Subsidi 25 Kereta Ekonomi Dicabut Jokowi Alihkan ke Kereta Cepat China #MirisBadaiTsunamiPHK #MirisBadaiTsunamiPHK https://t.co/NhmTGS7S2J,negative
kecepatan 300km/j bocor tuh design aerodinamikanya gmn ya gak mungkin bocor gak sih? tp penjelasan kcic juga gak make sense. ,negative
Hutang negara naik tapi buat proyek ngga urgen spt Kereta Cepat dll . Bahkan buat BANSOS menjelang Pilpres. Tapi lagi-lagi rakyat yg nanggung PPN naik 12% pajak motor mau dinaikkan juga Pertalite HILANG diganti PERTAMAX GREEN 95 Oke gas Oke gas https://t.co/zImz3Ih0qC,negative
 Lagian ngapain ngurusin KCIC penumpang harian Targetnya sudah tercapai apa nggak. Pengguna bukan manajemen KCIC juga bukan. Mending mikirin urusan diri sendiri ,negative
Anjir baru tau whoosh ternyata peaknya 300rb :( pgn ke bdg padahal wkwk,negative
@Darmaningtyas Konsumen kereta cepat (akan) ada sendiri. Konsumen KA reguler juga tidak semua bisa terserap ke mazhab kereta cepat. Tapi semua memang harus dihitung dengan cermat dan teliti. Cuma saya yakin kereta cepat Jakarta-Surabaya lebih tepat ketimb,negative
Sedih ya. Di tengah hegemoni Whoosh sampai lupa double track jadi lambat pembangunannya. ,negative
Korupsi Mulyono di KCIC IKN infrastruktur mangkrak dan pembagian BANSOS serta anggaran tak terduga untuk tujuan POLITIK jelas ratusan trilyun dan sangat merugikan negara.,negative
Semua buruk. IKN.KCIC.bandara bandara baru yg sepi .pelabuhan2 ikan kereta sepotong di sulawesi dan Sumatera. Toll sepotong di sumatera. Sementara jalan provinsi dan jembatan desa hancur. Semua hanya merugikan Negara. Periksa uang APBN keluar compare dgn hasil ? Jauh...,negative
Silahkan kritik IKN KERETA CEPAT tapi untuk MAKAN SIANG GRATIS jangan diganggu biarkan! Itu hak kaum2 miskin dan Pekerja (bnyak anaknya berat untuk sekolah) negara harus hadir lanjutkan program MAKAN SIANG GRATIS nya Pak Prabowo @prabowo,negative
@koganenohikari @Bandivokt2 emg pantek luar jawa keretanya gak jelas ini nambah kcic asu lu emg mulyono,negative
Tebak maaf. Kepada siapa ia minta maaf ? 1. Pengembang (IKN mangkrak) 2. Xi Jinping (KCIC lama lunas) 3. Buzzer yang belum dapat jatah komut 4. Abu Janda Pemujanya sebut Nusantara baik baik saja dan mengkilap dipolea oleh jokowi. https://t.co/8DHH1mY4IU,negative
Ironis Kereta cepat canggih memaksakan diadakan walaupun hanya dinikmati oleh bbrp ekor saja ttpi jalan Cipanileuman di depan stasiun KCIC Tegalluar hancur parah tak ada usaha memaksakan untuk perbaikan. Mana keadilan sosial bagi seluruh rakyat indonesia? @msaid_didu @jokowi https://t.co/eSLHJKbkHj,negative
pak jonan itu pas jamannya SBY tapi cabut pas jamannya Jokowi grgr KCIC,negative
Benchmarknya harga. Padahal di negara-negara yang dibandingin tersebut juga ga ada tarif progresif *berdasarkan income* yang sedang jadi polemik itu. Orang kalo dah nyari pembenaran memang suka aneh pola pikirnya. Root cause (KCIC Ibu kota baru)nya pasti diabaikan.,negative
sangat tidak worth naik kcic dr bandara transit pake damri,negative
Jokowi Panggil Bos KCIC dan Wamen BUMN Sorot Rugi WIKA di Project Whoosh Sudah jelas dari awal tidak ada visi misi menteri ... Jadi jelas yang harus bertanggungjawab... https://t.co/q2Z2HtYaQY,negative
AKU BAWA IKAN CUPANG TERNYATA GABOLEH BAWA HEWAN KE KCIC GOBLOKKKKMMM,negative
Jokowi: Jakarta Punya LRT hingga Kereta Cepat Tapi Masih Macet https://t.co/7BYnCrjUKF,negative
ada yg bawa bayi di whoosh eh bayinya nangis... TERNYATA DIA BERAKKK bau bgt :',negative
Bete banget ketinggalan whoosh,negative
Beberapa kali naik Whoosh dan sumpah ya aku juga pengen neriakin orang-orang yang ngambil gambar tapi pada lewatin bates berdiri.,negative
Bikin Heboh Kabar Duit Kereta Cepat Masuk ke Bank China KCIC Beri Penjelasan https://t.co/gx5cJlzeRf,negative
Bertambah Jadi 4 Orang Ini Identitas Korban Meninggal Kecelakaan Kereta Api Feeder Whoosh https://t.co/wqBYdgAMQs,negative
Sayangnya u maw sindir mrt gabisa sih karna ketika ditargetin awal harus capai berapa mereka nga pernah revisi nga kek uhuk kcic. Dan yes mereka berhasil lampaui tanpa revisi karna ofc mrt lebih pintar untuk gandeng sponsorship also dari billboard iklan,negative
Dipanggil Jokowi Bos KCIC Buka Suara Soal Proyek Whoosh Rugikan WIKA Rp 7 12 Triliun https://t.co/LDRPQZUyTS,negative
BUMN WIKA dikabarkan menderita kerugian cukup besar akibat beban bunga lantaran harus membiayai proyek Kereta Cepat Jakarta Bandung atau Whoosh. https://t.co/Zvvj3U5xEL,negative
Ngasih tahu aja sama wasit Kalo Indonesia kalah utang KCIC ga akan dibayar ,negative
Seorang penumpang mengeluhan tiket kelas bisnis Kereta Cepat Whoosh hangus karena perjalanan KA lokal tidak tepat waktu. Apa kata KCIC soal hal ini? https://t.co/6HXd4WWNmg,negative
Konsekuensi IKN sepertinya. PTN meski belum PTNBH kemungkinan akan di-cut anggarannya. Sama dg KAI yg naikin tiket demi bayar utang KCIC. Intinya negara ini udah salah prioritas dan salah urus.,negative
You know what. Daripada kcic Jakarta-Bandung mending ngutang buat mrt di 10 kota besar Indo 3 lines per kota ,negative
KERETA CEPAT JAKARTA-PADALARANG ALAMI KEBOCORAN AKIBAT HUJAN DERAS https://t.co/lnPSeBNOqa,negative
Udah 5 kali naik Whoosh baru kali ngalamin keretanya penuh dan rame banget. Biasanya semua penumpang dapet tempat duduk di KA feeder di Padalarang. Hari ini banyak yg berdiri karena gak kebagian seat. Oiya tadi ada banyak orang Malaysia yg pergi ke Bandung pakai Whoosh. https://t.co/hFUZAT63fE,negative
mampu bikin kcic summarecon masjid gede tp bikin akses jalanan aja gak bisa loe anjg gedebage tai jelek bgt,negative
HAHAH BODO AMAT. Pegawai KAI bukan pegawai KCIC bukan. Ngapain pusing2 mikirin utang KCIC? Mening ge mikiran utang sorangan. Mikirin emang mau ikut bayarin utang? Yang jelas yang sering naik whoosh itulah yg bantu okupansi naik daripada cuma fafifufesfos gak jelas gini. ,negative
Kalian sadar ga sih justru ini lebih urgent daripada KCIC?,negative
Malah saya kena blokir gegara roasting soal vandalisme Prasarana KCIC...,negative
@Muhammad_inas21 @samsudann @irwndfrry Bangun rel gak gitu mahal yg mahal bebasin lahannya. Kata jonan dulu biaya kcic itu bisa buat bikin kereta trans sulawesi atau kalimantan. Tinggal hubungin sentra sawit/tambang dgn pelabuhan itu aja cepet balik modal,negative
@6_arung Kereta cepat apakah perlu @6_arung ? Hadeh... Gila jadi goblok gw ngedenger pembela KCIC.,negative
Topik twit gue adalah orang yang commute Jakarta Bandung pake Whoosh. Bodo amat sama utang kereta cepat. Apalagi kapan balik modal. Manajemen bukan pegawai KAI/KCIC juga bukan. Ngapain juga mesti gue pikirin. Sampe sini paham Sontol?,negative
Whosh aja KCIC Made in China di framing Influenser gagal karena kurang penumpang bangkrut Esemka sekarang malah IKN kok ada yg percaya ya ?,negative
gue udh mau mati gue bnr bnr hampir ketinggalan whoosh kereta nya jam 19.15 tp gue nyampe di stasiun jam 19.07 smpe satpam nya ikut lari larian,negative
Kurangnya KA Feeder jadi salah satu masalah Whoosh. https://t.co/RfVSWcPykB,negative
Perjalanan Kereta Cepat Whoosh Dibatalkan Imbas Gempa Kab Bandung https://t.co/3pXNJxn1mM,negative
 Pertama di Asia Tenggara Kereta Cepat Whoosh Sebabkan Kerugian Triliunan untuk Perusahaan Lokal Kok Bisa? https://t.co/q237mAwA9r,negative
benci design kereta feeder kcic dikit ,negative
Emosi sama aplikasi Whoosh,negative
@Arie_Kriting Kau mengukur maju dari mana? Tol IKN KCIC? Bagaimana dgn KKN? Supremasi Hukum? Aparatur Negara yg Bersih? Aparat Hukum yg Bersih? Netralitas lembaga2 Negara? Soal HAM? Demokrasi? Narkoba? Kesejahteraan dan Keadilan Sosial? Pengelolaan SDA? L,negative
Prabowo Ingin Lanjutkan Kebijakan Jokowi Rocky Gerung : Teruskan Berhutang Sampai Kereta Cepat - https://t.co/eFwc2oiQMm https://t.co/i1ElkfgL3M,negative
Jadi pemalakan OJOL di Stasiun KCIC Tegalluar itu belum berhenti sampai sekarang. Ini aparat daerah setempat gak ada rencana tindakan untuk mencegah gitu?,negative
Penasaran ini ada sangkut pautnya sama KCIC gak ya? Kayak losdol aja gitu gak ada pembatasan sama sekali. Mungkin gak awas lu ganggu2 dumping gue ntar gue naekin tagihannya. ?,negative
Fak harga naik demi nutup utang kcic kah https://t.co/QGckb6Mee2,negative
@BudiBukanIntel KCIC sukses kalo udah sampe BEP dan buat sampe ke BEP muaasiihh lamaa reekk ,negative
Ngitung kereta cepat salah Ngitung ikn salah,negative
Siapa yang suka taruh kaki di belakang bangku Whoosh? Halo J5Friends! Salah satu J5Friend memotret penumpang Kereta Cepat Whoosh yang meletakkan kaki sembarangan. Kaki penumpang ini ada di belakang bangku penumpang lain. Tindakan ini mengganggu kenyamanan penumpang lain dan,negative
Baru aja mulai utang ratusan miliar / bulan selama 45 tahun KCIC jakarta bandung sekarang sengaja mau tambah utang lagi bikin Kereta Cepat Jakarta Surabaya? Jakarta -Surabaya!* https://t.co/p5pjdwFIrb,negative
Lucu dong saya juga bisa pakai anggaran cukup 500 t jauh lebih bagus dari kereta China 100 persen INKAI dan tidak perlu pakai APBN. Jadi gak perlu Vietnam atau si Joko itu kami juga bisa bikin bahkan tidak perlu merusak lingkungan dan kemanusiaan seperti KCIC itu tuh.,negative
@cherryincls Selamat pagi Kak. Mohon maaf tidak dapat melakukan perubahan dari KA Argo Parahyangan menjadi Kereta Cepat Whoosh ya. Kakak dapat melakukan pembatalan terlebih dahulu pada KA Argo Parahyangan ya. Kemudian silakan dapat memesan tiket Kereta Ce,negative
Ini lucu sih. Gosipnya udh naik Whoosh ke Bandung sedang otw. Eh ga taunya nongol di Brawijaya. Cilukbaa Ga cm PDIP yang di-prank media dan warga pun di-prank ,negative
Pertama kali ke Stasiun Whoosh Halim parkiran mobilnya gelap banget cuma ada lampu tembak di beberapa tempat. Plus banyak mobil yang malah berhenti di luar area parkir resmi dan kayaknya petugas keamanan gak negur. Apa jangan-jangan dua hal itu saling berkaitan? https://t.co/SKvWFX6qhQ,negative
@txttransportasi Gw bingung ni kcic niat bikin aplikasi mobilenya apa engga ya? Rilis cuma di ios doang web appnya sama sekali ga responsif wkwk. Udah sempet ngetag @KeretaCepatID beberapa minggu lalu tapi sampe skrg gaada updatenya https://t.co/gqd4mQP3F,negative
xtrans gak ada whoosh juga drop sendiri sayang banget dulu suka make karena pioneer shuttle bus sama promo mahasiswanya,negative
@BudiBukanIntel @ryoutaichika @yozariam Candi hambalang sana kcic yg jalan aja ruginya banyak mana coba? ,negative
Dear @KAI121 sy bru naik KA lgi setelah lebaran 2024 khususny jalur bdg-jkt. selama perjalan ketika memasuki daerah perbukitan gunung berasa jalan kereta ajluk ajlukan spt rel tidak rata. Tolong di maintenance rel jkt-bdg. Jgn fokus ke KCIC sjah. Terimakasih,negative
Sampe skrg juga tetap ditolak. Program begug yg lebih milih bikin KCIC Jakarta-Bandung dibanding ngalungin Kalimantan dg jalur kereta api.,negative
Betul tapi duitnya malah dipake bangun KCIC yang urgensinya ga seberapa itu.,negative
Layanan kereta cepat Whoosh Bandung - Halim sempat terhenti kemarin siang di daerah Batu Nunggal karena kendala listrik di daerah tersebut. https://t.co/4NWPEYLP9b,negative
Buruknya perencanaan Kereta Cepat sampai memunculkan wacana aneh: LRT Bandung Raya. Mungkin karena dulu Ridwan Kamil dkk bingung gmn menghubungkan Stasiun Tegalluar Sampai skrg bisa kita lihat keanehan Stasiun Tegalluar: dekat tapi TIDAK terhubung dgn trase Bandung Raya?? https://t.co/hZWordr7ja,negative
@thedufresne @BudiBukanIntel Yah Ismail lagi si penyepong KCIC,negative
@williammudd17 Itu dia pak banyak yang kritik pasal ini sebagai pasal karet. Mungkin dalam kasus Whoosh setidaknya para pihak menjalankan kewajiban dalam kontrak sesuai UU. Jadi nggak bisa langsung disikat dengan pasal pidana ini.,negative
Gara-gara Listrik Mati Kereta Cepat Whoosh Mogok KCIC Minta Maaf https://t.co/59Pt3UGvCV,negative
Kemenhub Surati KCIC Minta KA Feeder Whoosh Ditambah https://t.co/0CPZpJ0iOE,negative
Transaksi Kereta Cepat Whoosh Masih Dikuasai Bank China https://t.co/NKlxAaWrLB,negative
Lur cara nggeser puzzle di halaman login tiket KCIC Whoosh gimana ya? Pake HP dan tablet kok ndak bisa digeser. Baru registrasi mau pesen tiket online. https://t.co/oqi2145rAm,negative
Mantap Prof @Yusrilihza_Mhd dulu Prof paling menolak kereta cepat jakarta bandung. Sekarang paling setuju ya...,negative
Orang waras pasti nolak ide orang gak waras yang membuat RI hancur diproyek IKN dan KCIC.,negative
@BudiBukanIntel Daripada KCIC mending panjangin tuh jalur kereta yg di sulawesi kereta bekas juga gapapa mayan buat bawa nikel,negative
Proyek Kereta Cepat Jakarta Bandung (KCJB) atau Whoosh disebut-sebut menjadi salah satu kontribusi besar membengkaknya kerugian yang dialami PT Wijaya Karya (Persero) Tbk (WIKA) pada tahun buku 2023. Sepanjang tahun 2023 perusahaan konstruksi pelat merah ini menderita rugi https://t.co/0qXeZXp24R,negative
Krl bandung pls ganti kek solo lah yg bagusan kek kereta feeder kcic,negative
Pengen nyoba naik Whoosh tp tiketnya lbh mahal dr Travel PP anjir bingung ,negative
udh tau subsidi mau abis malah ngutang bikin kcic,negative
 Kalau beliau mengatakan layak maka dia layak kalau beliau mengatakan tidak layak itu tidak layak. Itu man of integrity orang yang punya integritas orang yang profesional - Ancaman review/renegosiasi utk KCIC. Krn Jonan yg menolak KCIC. https://t.co/gzZRZZHEYA,negative
Bikin whoosh biar ke bandungnya pada pakai kereta ga pake mobil. Ditindak lanjut bikin tol segede gaban di tengah kota. Goblogna teh ga main main,negative
Kereta Cepat Whoosh Tak Setop di Stasiun Karawang KCIC Buka Suara https://t.co/YLw0ZDNohU,negative
Kurang paham kenapa 30 menit sebelum berangkat ga bisa beli tiket kcic di aplikasi harus ke petugas. Lewat sistem 3 menit juga kelar lohhh. Kekejar loh. Lewat petugas? Ngantrilah. Ga ada jalur khusus goshow jadi segala macam urusan nyampur.,negative
Mestinya sebelum beroperasi Whoosh dilapis aquaproof dulu,negative
@AryBandung Ini mah ada kalimat sisipan KCIC Jakarta Surabaya ada stop di Solo . Kebaca ishhh.. ,negative
astaga ini whoosh refund 200rb aja ribetnya kaya refund dana 5jt ,negative
@NOTASLIMBOY Sama halnya dgn KCIC yg harusnya JKT-SBY eh ama dia dikebut sampe BDG aja dan itupun kaga sampe bandung bener2. Dan hasilnya semua aturan ditabrak. Hutang sana sini pake APBN biayain influencer lokal dan luar negeri buat bikin video vlog KCIC,negative
#KorbanMulyono -Pengesahan omninub law ketenagakerjaan dan kesehatan - Pembuatan IKN di saat negara lagi krisis keuangan akibat covid dan gak ada urgensinya malah APBN bocor - hutang KCIC yang bengkak padahal sekali lagi gak ada urgensinya -KPK dikebiri jadi gak ada powernya,negative
Renungan militan 02 ... Cerdasnya presiden @jokowi @prabowo Untuk bangun Kereta Cepat Utang dari China... ! Konsultan dari China...! Operator dari China... ! Pemborong dari China... ! 852 Tenaga kerja dari Cina.! Indonesia,negative
KCIC kereta makannya kosong: Haha jelek kalah sama kereta biasa masa gaada restorasi KCIC kereta makannya sudah diisi: Yaelah ngapain ada kereta makan baru beli udah nyampe Y,negative
Buat nutupin kcic nih ya? Hahaha macem subsidi kendaraan EV tepat sasaran aje bisa aje lau alesannya.,negative
Kasus pencurian bantal di kereta api cepat Whoosh menunjukkan suatu kegagalan sistemik berupa kurangnya pengawasan dan sanksi tegas serta minimnya edukasi publik tentang pentingnya menjaga fasilitas bersama. Pemerintah dalam hal ini harus dapat menyediakan fasilitas publik yang,negative
lagian dari awal pemerintah kita ini udah rusak semenjak dalam pikiran. masa sebuah layanan yg mestinya wajib dan dapat dijangkau oleh semua kalangan masyarakat masih mikirin profit? beban dari anggaran kcic ini juga menarik. siapa sih yg punya ide awal buat kcic ini sbnrnya?,negative
@yourpadawann @guarquill @AndraMinatozaki Kcic jls menjadi beban operator tp hrs bayari proyèknya LRT gitu gitu aja. dua moda ini operasionalnya saja yg gede pendapatan tentu ga masuk. DJKA mbulet. Kai di geprek kemenhub dan kemenbumn,negative
@99propaganda @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @Ndons_Back @florieliciouss @are_inismyname @KhoirilAnwar_ @Reskiichsan8 @P4P4B0W0_2024 Cuman ngingetin: Tahukah PAJAK MOTOR mau dinaikin u/subsidi kereta cepat? Tahukah PAJAK hiburan naik 40%? Tahukah,negative
bukannya invest di pulau lain malah buat kcic LOL,negative
@CNNIndonesia wkwkwk gue kenal banget sama orang bagian pembebasan lahan dari wika buat kcic duh kalo dengerin ceritanya juga gue bingung harus bereaksi gimana,negative
@wilsonsitorus permasalahan utamanya itu kenapa bangun kcic sekarang yang urgensinya rendah banget,negative
*Di depan scan barcode tiket KCIC mau masuk gerbong. *scann Tutt gagal tuutt gagal. Pak ini kok gagal trus ya? Mas ini tiketnya untuk tgl 23 Juni skrg 16 ...... ... Ngaploo diluk.. oh iyo ya kok tolol bangsaatt wkwk,negative
Menang dulu yg Jurdil.jangan memaksakan kehendak Jadi ingat IKN. Situng KPU 2019 belum selesai.masih ribut. JkW sudah lompat ke kalimantan mau bikin IKN. memaksakan program seperti IKN dan KCIC akan berujung mankrak dan Korupsi yg merugikan APBN. Saksikanlah..,negative
@indiratendi rel kereta api ini lebih safe daripada jalan raya kak bisa dibangun elevated/underground juga. oiya rencana pembangunan rel kereta api lintas sumatera udah pernah digagas sama pak ignatius jonan tapi beliau keburu direshuffle grgr nolah KCIC ,negative
Berkaca dari pembangunan HCMC dari 2012 dan baru akan diresmikan akhir tahun ini agak pesimis melihat rencana ambisius yang direncanakan memakan 20% APBN Vietnam hingga akhir pembangunan. Jadi nggak perlu terlalu dini membanding-bandingkan berita ini sama KCIC,negative
Entah apa yg dicari Jokowi dari kereta cepat. Sudah dikritik sana-sini masih juga. 3 trilyun setahun untuk operasional dan hutang. Ujung2nya naikin BBM buat nutupnya. Rakyat lg jd korban. #kcic #keretacepat,negative
Jokowi Panggil Wamen BUMN ke Istana Buntut Jumlah Penumpang Whoosh Tak Capai Target. Loh kan tdk ada visi misi menteri yg ada visi misi Presiden! ,negative
Layak jadi kandang kambing. Jangan bandingkan dengan biaya pembangunan Kereta cepat Jakarta Bandung dan Biaya Pembangunan IKN,negative
Wkwk ya kan MBZ tuh ada design flaw dan proyek gagal pantesan itu tol naik turun padahal jembatan KCIC bisa lurus dengan bagus.,negative
Subsidi whoosh ga bisa ya dialihkan ke commline?,negative
I'm gonna have to ride kcic and tbh it's pretty pointless... Kyk... Projek utang terbesar dan stasiunnya aja masih berjarak dari pusat kota...,negative
Orang mau ke Bandung kok disuruh naik kereta yang cuma sampai Meikarta. Sudah dirampok APBN nya dibebani pajak untuk bayar utang KCIC eh disuruh naik kereta yang gak sampai tujuan. Sorry ye! 21 Mei 2024: https://t.co/BJhMqZQgA9. #IndonesiaHancur2an #IndonesiaHancur2an https://t.co/DGoXiPHBXL,negative
Tadinya tuh mau ke Jakarta make Whoosh libur lebaran ini tapi harga tiketnya 300rb. Batal dah kalau ber4 PP abis 2.4 Lagi males nyetir jauh,negative
Dirut KCIC Respons Klaim WIKA Rugi Imbas Whoosh https://t.co/Zu9n7dyfEv,negative
Of course sebagai orang KAI jonan menentang KCIC beban keuangannya besar dan KCIC itu basically if dont broke why fix it kind of thing,negative
di Jerman lu gaji dipotong segitu tapi kalo punya anak dipastikan gizinya terpenuhi pendidikannya juga. di Belanda gaji dipotong segitu gede tapi hampir semua kota ramah pesepeda dan jaringan transumnya super keren. di Indonesia? jadinya ya IKN sm KCIC ,negative
@dapitnih Padahal bangun KCIC bisa kok bangun jembatan enggak,negative
Nah kalau yang grasa-grusi pengwn kereta cepat padahal mentri perhubungannya sudah bilang jangan bisa kena dong?,negative
Pengalihan isu dari thn 2019 guna menutupi kegagalan dan keboborokan rezim ini 10 thn ini mana penyelesaian jiwasraya asabri kasus timah dana pandemi covid bansos kcic tambang ugal² nikel batubara psn topengnya padahal penggusuran penduduk asli ikn food estade omnibuslow mk ma jg,negative
KCIC ini membawa impact ekonomi yg gak sedikit ke Bandung.. Tp terus terang feeder layanan KAI yg bisa potensial bikin turn off. Kapasitas feeder tidak sebanding dgn jumlah penumpang Whoosh. Yg membeli tiket Bisnis atau First Class jadi tak ada bedanya dgn ekonomi saat di feeder,negative
Bahkan ada yg udah tau cara pesen tiket Whoosh tapi ga tau cara pesen tiket KAJJ wkwkw,negative
@aditryan @KeretaCepatID Terima kasih telah membantu pemerintah bayar utang KCIC..,negative
Whoosh Melaju Berteman Sepi Banting Harga Tiket Apakah Solusi ? https://t.co/GlosbrLYbU,negative
Daripada APBN untuk kebijakan fiskal Masyarakat banyak mending anggaran buat IKN + Kereta Cepat..,negative
2024 tiba2 jadi pesimis Indo jd negara maju dibanding Vietnam Malaysia Thai Good nya KCIC doang Bad nya currency lemah polusi gak teratasi countless corruption issues makan gratis ekspor gt2 aja mainly bahan mentah,negative
Yg salah yg ngebet bikin KCIC yg suruh nombok kelas menengah lagi aja. Mana bandingin harganya sama negara maju lagi yg umrnya jelas beda,negative
Yang tagihan pajaknya naik apakah sudah dapat kebermanfaatan LRT dan kereta cepat,negative
Flight jam 9.30 dari Halim buat ke Surabaya dan jam 5.30 otw dari kosan ke stasiun Bandung buat naik whoosh Mari kita begadang dari pada bablas ketiduran.,negative
bayangin harga tiket yang cuman jual kenyamanan tapi mirip dari sisi durasi perjalanan aja segini harganya gimana harga kereta cepat jkt sby,negative
 KA Feeder dengan No KA 7441 keberangkatan dari Stasiun Bandung pukul 06.22 WIB dalam perjalanan mengalami gangguan pada sistem pembakarannya kata Manager Humas Daop 2 Bandung Mahendro Trang Bawono dikonfirmasi detikJabar. Tebak pabrikan kereta https://t.co/Ixrv3HgjOY,negative
@firzahusainInc Daripada naik Whoosh aku sebagai kaum mendang mending kalau mau ke Bdg dari Jkt dalam kondisi nyantai mending krl an ke cikarang terus naik kereta lokal cikarang-purwakarta abis itu lanjut purwakarta-bandung. Gak nyampe 20rebu. Cuman nyamp,negative
@vmastratocaster @tempodotco dibilangin kok. duit utk KCIC itu bisa buat bangun jalur rel di sumatera kalimantan dan sulawesi. tapi malah milih bangun di jawa lagi gak urgent pula.,negative
Mau cobain Whoosh tapi jauh amat ke Halim. Huft,negative
Uang utk bikin Kereta Cepat dari utang ke China Terus bayar utangnya ke China dari utang ke China Tolong IQ ku terlalu tinggi utk memahami hal iniii! https://t.co/UHtkycSHQF,negative
@akuluthfi Yang sedih itu sekarang perjalanan Gopar pagi2 dari Bandung ke Jakarta dihapus juga yang malem2 dari Jakarta ke Bandung juga hilang. Padahal butuh buat pulang ke Bandung di atas jam 19.00. Whoosh juga habis jam segitu.,negative
Jangan percaya sama omongan orang yang salah kalkulasi proyek KCIC IKN dan lain sebagainya.,negative
@6_arung @kelixmann Penyepong Whoosh sampe keriiiing,negative
@JustDonzh @bitter_daddy @DnJ21 @el_avraham dia muslim jg bakal keok bang. namanya gk gt gede org2 yg gk update mana tau siapa beliau. blm lg lawannya pst pake kartu penggusuran jaman2 krl pihak istana pst pake kartu ngelawan kcic jg wkwk,negative
Emang yang bisa menentukan harga Whoosh 200-300rb itu pengguna/penumpang? Apaan tuh maksudnya kalo cuma berani bayar ? Lah dipatok sama KCICnya segitu. Anonim sok2an bahas subsidi dan utang negara tapi logikanya anjlok ya begini.,negative
Rangkaian KA Feeder Whoosh Anjlok di Stasiun Bandung dalam Kondisi Kosong https://t.co/v8AdPq0vpo,negative
Penambahan stasiun kereta cepat Whoosh di wilayah Bandung Jawa Barat tidak akan efektif. Pasalnya fitur kecepatan yang diandalkan justru akan menghambat laju dari kereta cepat tersebut. Pemerintah pun disarankan membangun perkeretaapian perkotaan di wilayah Bandung dibanding https://t.co/lbzKeZz2wN,negative
@juhyunprettys KCIC IKN proyek² mubazir yg hanya kalangan tertentu aja yg merasakan.,negative
KAI harus ikut menanggung biaya operasional akibat penjualan tiket yang belum mencukupi arus kas perusahaan ikut terganggu karena harus menanggung keuangan di konsorsium PT Kereta Cepat Indonesia China (KCIC) https://t.co/ZW4ljiGh0h,negative
@Abahpurwa1 Di Indonesia bukan kereta cepat yg dibutuhkan. Tapi jalur rel ganda yg sangat dibutuhkan. Rel ganda biaya sangat jauh lebih murah dari pada kereta cepat. Ongkosnya tentu sangat murah. Berhubung sdh gengsi ngemis ke pemerintah china. Mau ngk ma,negative
Fokus beresin IKN dan KCIC dlm waktu kurang dari 6 bulan gak usah ngumbar ambisi &amp,negative
https://t.co/YY08p4670g Emang engga. KAInya aja kenapa ga tunggu KCIC ampe malem ampe ngecover jadwal semalam KA 42 dulu baru mak erotin KA-KA Bandung Jadwalnya itu berkurang karena Papandayan ama Pangandaran jauh. Jadinya alami-alami saja,negative
